mudra,image_path,landmark_path,status,num_hands_detected,expected_hands
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_19.jpg,data/landmarks/Alapadmam/Alapadmam_19.json,no_hand_detected,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_190.jpg,data/landmarks/Alapadmam/Alapadmam_190.json,no_hand_detected,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_191.jpg,data/landmarks/Alapadmam/Alapadmam_191.json,ok,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_192.jpg,data/landmarks/Alapadmam/Alapadmam_192.json,no_hand_detected,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_193.jpg,data/landmarks/Alapadmam/Alapadmam_193.json,no_hand_detected,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_194.jpg,data/landmarks/Alapadmam/Alapadmam_194.json,no_hand_detected,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_195.jpg,data/landmarks/Alapadmam/Alapadmam_195.json,no_hand_detected,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_196.jpg,data/landmarks/Alapadmam/Alapadmam_196.json,no_hand_detected,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_197.jpg,data/landmarks/Alapadmam/Alapadmam_197.json,no_hand_detected,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_198.jpg,data/landmarks/Alapadmam/Alapadmam_198.json,no_hand_detected,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_199.jpg,data/landmarks/Alapadmam/Alapadmam_199.json,no_hand_detected,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_2.jpg,data/landmarks/Alapadmam/Alapadmam_2.json,no_hand_detected,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_20.jpg,data/landmarks/Alapadmam/Alapadmam_20.json,ok,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_200.jpg,data/landmarks/Alapadmam/Alapadmam_200.json,no_hand_detected,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_201.jpg,data/landmarks/Alapadmam/Alapadmam_201.json,no_hand_detected,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_202.jpg,data/landmarks/Alapadmam/Alapadmam_202.json,ok,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_203.jpg,data/landmarks/Alapadmam/Alapadmam_203.json,ok,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_204.jpg,data/landmarks/Alapadmam/Alapadmam_204.json,no_hand_detected,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_205.jpg,data/landmarks/Alapadmam/Alapadmam_205.json,ok,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_206.jpg,data/landmarks/Alapadmam/Alapadmam_206.json,ok,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_207.jpg,data/landmarks/Alapadmam/Alapadmam_207.json,no_hand_detected,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_208.jpg,data/landmarks/Alapadmam/Alapadmam_208.json,ok,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_209.jpg,data/landmarks/Alapadmam/Alapadmam_209.json,no_hand_detected,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_21.jpg,data/landmarks/Alapadmam/Alapadmam_21.json,ok,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_210.jpg,data/landmarks/Alapadmam/Alapadmam_210.json,no_hand_detected,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_211.jpg,data/landmarks/Alapadmam/Alapadmam_211.json,ok,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_212.jpg,data/landmarks/Alapadmam/Alapadmam_212.json,ok,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_213.jpg,data/landmarks/Alapadmam/Alapadmam_213.json,no_hand_detected,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_214.jpg,data/landmarks/Alapadmam/Alapadmam_214.json,no_hand_detected,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_215.jpg,data/landmarks/Alapadmam/Alapadmam_215.json,no_hand_detected,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_216.jpg,data/landmarks/Alapadmam/Alapadmam_216.json,no_hand_detected,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_217.jpg,data/landmarks/Alapadmam/Alapadmam_217.json,no_hand_detected,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_218.jpg,data/landmarks/Alapadmam/Alapadmam_218.json,no_hand_detected,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_219.jpg,data/landmarks/Alapadmam/Alapadmam_219.json,ok,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_22.jpg,data/landmarks/Alapadmam/Alapadmam_22.json,ok,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_220.jpg,data/landmarks/Alapadmam/Alapadmam_220.json,ok,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_221.jpg,data/landmarks/Alapadmam/Alapadmam_221.json,ok,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_222.jpg,data/landmarks/Alapadmam/Alapadmam_222.json,ok,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_223.jpg,data/landmarks/Alapadmam/Alapadmam_223.json,ok,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_224.jpg,data/landmarks/Alapadmam/Alapadmam_224.json,no_hand_detected,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_225.jpg,data/landmarks/Alapadmam/Alapadmam_225.json,ok,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_226.jpg,data/landmarks/Alapadmam/Alapadmam_226.json,no_hand_detected,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_227.jpg,data/landmarks/Alapadmam/Alapadmam_227.json,ok,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_228.jpg,data/landmarks/Alapadmam/Alapadmam_228.json,ok,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_229.jpg,data/landmarks/Alapadmam/Alapadmam_229.json,ok,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_23.jpg,data/landmarks/Alapadmam/Alapadmam_23.json,no_hand_detected,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_230.jpg,data/landmarks/Alapadmam/Alapadmam_230.json,ok,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_231.jpg,data/landmarks/Alapadmam/Alapadmam_231.json,ok,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_232.jpg,data/landmarks/Alapadmam/Alapadmam_232.json,ok,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_233.jpg,data/landmarks/Alapadmam/Alapadmam_233.json,ok,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_234.jpg,data/landmarks/Alapadmam/Alapadmam_234.json,no_hand_detected,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_235.jpg,data/landmarks/Alapadmam/Alapadmam_235.json,ok,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_236.jpg,data/landmarks/Alapadmam/Alapadmam_236.json,no_hand_detected,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_237.jpg,data/landmarks/Alapadmam/Alapadmam_237.json,ok,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_238.jpg,data/landmarks/Alapadmam/Alapadmam_238.json,ok,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_239.jpg,data/landmarks/Alapadmam/Alapadmam_239.json,ok,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_24.jpg,data/landmarks/Alapadmam/Alapadmam_24.json,ok,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_240.jpg,data/landmarks/Alapadmam/Alapadmam_240.json,ok,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_241.jpg,data/landmarks/Alapadmam/Alapadmam_241.json,no_hand_detected,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_242.jpg,data/landmarks/Alapadmam/Alapadmam_242.json,no_hand_detected,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_243.jpg,data/landmarks/Alapadmam/Alapadmam_243.json,ok,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_244.jpg,data/landmarks/Alapadmam/Alapadmam_244.json,no_hand_detected,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_245.jpg,data/landmarks/Alapadmam/Alapadmam_245.json,ok,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_246.jpg,data/landmarks/Alapadmam/Alapadmam_246.json,no_hand_detected,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_247.jpg,data/landmarks/Alapadmam/Alapadmam_247.json,no_hand_detected,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_248.jpg,data/landmarks/Alapadmam/Alapadmam_248.json,ok,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_249.jpg,data/landmarks/Alapadmam/Alapadmam_249.json,no_hand_detected,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_25.jpg,data/landmarks/Alapadmam/Alapadmam_25.json,ok,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_250.jpg,data/landmarks/Alapadmam/Alapadmam_250.json,no_hand_detected,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_251.jpg,data/landmarks/Alapadmam/Alapadmam_251.json,ok,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_252.jpg,data/landmarks/Alapadmam/Alapadmam_252.json,ok,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_253.jpg,data/landmarks/Alapadmam/Alapadmam_253.json,no_hand_detected,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_254.jpg,data/landmarks/Alapadmam/Alapadmam_254.json,ok,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_255.jpg,data/landmarks/Alapadmam/Alapadmam_255.json,no_hand_detected,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_256.jpg,data/landmarks/Alapadmam/Alapadmam_256.json,ok,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_257.jpg,data/landmarks/Alapadmam/Alapadmam_257.json,no_hand_detected,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_258.jpg,data/landmarks/Alapadmam/Alapadmam_258.json,ok,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_259.jpg,data/landmarks/Alapadmam/Alapadmam_259.json,no_hand_detected,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_26.jpg,data/landmarks/Alapadmam/Alapadmam_26.json,no_hand_detected,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_260.jpg,data/landmarks/Alapadmam/Alapadmam_260.json,ok,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_261.jpg,data/landmarks/Alapadmam/Alapadmam_261.json,ok,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_262.jpg,data/landmarks/Alapadmam/Alapadmam_262.json,ok,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_263.jpg,data/landmarks/Alapadmam/Alapadmam_263.json,ok,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_264.jpg,data/landmarks/Alapadmam/Alapadmam_264.json,no_hand_detected,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_265.jpg,data/landmarks/Alapadmam/Alapadmam_265.json,ok,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_266.jpg,data/landmarks/Alapadmam/Alapadmam_266.json,ok,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_267.jpg,data/landmarks/Alapadmam/Alapadmam_267.json,ok,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_268.jpg,data/landmarks/Alapadmam/Alapadmam_268.json,ok,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_269.jpg,data/landmarks/Alapadmam/Alapadmam_269.json,no_hand_detected,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_27.jpg,data/landmarks/Alapadmam/Alapadmam_27.json,no_hand_detected,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_270.jpg,data/landmarks/Alapadmam/Alapadmam_270.json,no_hand_detected,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_271.jpg,data/landmarks/Alapadmam/Alapadmam_271.json,no_hand_detected,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_272.jpg,data/landmarks/Alapadmam/Alapadmam_272.json,no_hand_detected,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_273.jpg,data/landmarks/Alapadmam/Alapadmam_273.json,ok,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_274.jpg,data/landmarks/Alapadmam/Alapadmam_274.json,ok,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_275.jpg,data/landmarks/Alapadmam/Alapadmam_275.json,no_hand_detected,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_276.jpg,data/landmarks/Alapadmam/Alapadmam_276.json,ok,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_277.jpg,data/landmarks/Alapadmam/Alapadmam_277.json,no_hand_detected,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_278.jpg,data/landmarks/Alapadmam/Alapadmam_278.json,ok,1,1
