mudra,image_path,landmark_path,status,hand_count_quality,num_hands_detected,expected_hands
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_148.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_148.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_149.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_149.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_15.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_15.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_150.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_150.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_151.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_151.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_152.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_152.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_153.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_153.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_154.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_154.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_155.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_155.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_156.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_156.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_157.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_157.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_158.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_158.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_159.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_159.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_16.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_16.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_160.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_160.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_161.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_161.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_162.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_162.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_163.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_163.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_164.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_164.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_165.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_165.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_166.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_166.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_167.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_167.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_168.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_168.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_169.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_169.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_17.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_17.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_170.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_170.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_171.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_171.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_172.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_172.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_173.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_173.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_174.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_174.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_175.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_175.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_176.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_176.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_177.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_177.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_178.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_178.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_179.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_179.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_18.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_18.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_180.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_180.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_181.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_181.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_182.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_182.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_183.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_183.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_184.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_184.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_185.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_185.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_186.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_186.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_187.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_187.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_188.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_188.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_189.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_189.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_19.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_19.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_190.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_190.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_191.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_191.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_192.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_192.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_193.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_193.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_194.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_194.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_195.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_195.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_196.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_196.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_197.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_197.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_198.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_198.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_199.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_199.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_2.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_2.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_20.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_20.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_200.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_200.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_201.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_201.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_202.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_202.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_203.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_203.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_204.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_204.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_205.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_205.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_206.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_206.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_207.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_207.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_208.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_208.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_209.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_209.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_21.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_21.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_210.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_210.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_211.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_211.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_212.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_212.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_213.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_213.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_214.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_214.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_215.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_215.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_216.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_216.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_217.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_217.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_218.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_218.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_219.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_219.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_22.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_22.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_220.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_220.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_221.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_221.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_222.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_222.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_223.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_223.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_224.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_224.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_225.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_225.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_226.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_226.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_227.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_227.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_228.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_228.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_229.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_229.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_23.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_23.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_230.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_230.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_231.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_231.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_232.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_232.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_233.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_233.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_234.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_234.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_235.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_235.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_236.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_236.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_237.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_237.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_238.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_238.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_239.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_239.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_24.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_24.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_240.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_240.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_241.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_241.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_242.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_242.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_243.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_243.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_244.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_244.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_245.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_245.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_246.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_246.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_247.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_247.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_248.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_248.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_249.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_249.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_25.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_25.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_250.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_250.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_251.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_251.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_252.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_252.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_253.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_253.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_254.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_254.json,ok,expected_match,1,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_255.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_255.json,no_hand_detected,not_applicable,0,1
Alapadmam,data/raw/Alapadmam(1)/Alapadmam_256.jpg,data/landmarks_pathB/Alapadmam/Alapadmam_256.json,ok,expected_match,1,1
